piece,beats,pitches,beat_pitch
./abc/Polska_efter_Petter_Dufva_7e6155.abc,"[[1, 4, 8, 9, 11], [1, 3, 5, 7, 9], [1, 3, 5, 7, 9, 11], [1, 3, 5, 7, 9], [1, 4, 8, 9, 11], [1, 3, 5, 7, 9], [1, 3, 5, 7, 9, 11], [1, 3, 5, 7, 9, 12], [1, 2, 3, 4, 5, 7, 9, 11], [1, 2, 3, 4, 5, 7, 9, 12], [1, 2, 3, 4, 5, 7, 9, 11], [1, 2, 3, 4, 5, 9]]","[[69, 74, 74, 72, 69], [72, 74, 76, 77, 74], [74, 77, 77, 76, 76, 74], [74, 72, 76, 72, 69], [69, 74, 74, 72, 69], [72, 74, 76, 77, 74], [74, 77, 77, 76, 76, 74], [74, 72, 76, 72, 74, 76], [77, 76, 77, 79, 81, 77, 79, 76], [77, 76, 77, 79, 81, 77, 74, 76], [77, 76, 77, 79, 81, 77, 79, 76], [77, 76, 74, 72, 74, 74]]","[[(1, 69), (4, 74), (8, 74), (9, 72), (11, 69)], [(1, 72), (3, 74), (5, 76), (7, 77), (9, 74)], [(1, 74), (3, 77), (5, 77), (7, 76), (9, 76), (11, 74)], [(1, 74), (3, 72), (5, 76), (7, 72), (9, 69)], [(1, 69), (4, 74), (8, 74), (9, 72), (11, 69)], [(1, 72), (3, 74), (5, 76), (7, 77), (9, 74)], [(1, 74), (3, 77), (5, 77), (7, 76), (9, 76), (11, 74)], [(1, 74), (3, 72), (5, 76), (7, 72), (9, 74), (12, 76)], [(1, 77), (2, 76), (3, 77), (4, 79), (5, 81), (7, 77), (9, 79), (11, 76)], [(1, 77), (2, 76), (3, 77), (4, 79), (5, 81), (7, 77), (9, 74), (12, 76)], [(1, 77), (2, 76), (3, 77), (4, 79), (5, 81), (7, 77), (9, 79), (11, 76)], [(1, 77), (2, 76), (3, 74), (4, 72), (5, 74), (9, 74)]]"
./abc/Polonäs_07bb09.abc,"[[1, 4, 5, 8, 9, 10, 11, 12], [1, 3, 4, 5, 6, 7, 8, 9, 11], [1, 4, 5, 8, 9, 12], [1, 2, 3, 4, 5, 7, 9, 11], [1, 3, 4, 5, 7, 8, 9, 11, 12], [1, 3, 5, 6, 7, 8, 9], [1, 3, 4, 5, 7, 8, 9, 11, 12], [1, 3, 5, 6, 7, 8, 9], [1, 4, 5, 8, 9, 10, 11, 12], [1, 3, 4, 5, 6, 7, 8, 9, 11], [1, 4, 5, 8, 9, 12], [1, 2, 3, 4, 5, 7, 9, 11]]","[[76, 77, 74, 76, 79, 77, 76, 74], [74, 73, 74, 76, 77, 76, 74, 72, 69], [76, 81, 76, 77, 74, 77], [76, 81, 76, 73, 74, 69, 65, 62], [81, 77, 79, 81, 77, 79, 81, 77, 79], [81, 81, 82, 81, 79, 78, 79], [79, 76, 77, 79, 76, 77, 79, 76, 77], [79, 79, 81, 79, 77, 76, 77], [76, 77, 74, 76, 79, 77, 76, 74], [74, 73, 74, 76, 77, 76, 74, 72, 69], [76, 81, 76, 77, 74, 77], [76, 81, 76, 73, 74, 69, 65, 62]]","[[(1, 76), (4, 77), (5, 74), (8, 76), (9, 79), (10, 77), (11, 76), (12, 74)], [(1, 74), (3, 73), (4, 74), (5, 76), (6, 77), (7, 76), (8, 74), (9, 72), (11, 69)], [(1, 76), (4, 81), (5, 76), (8, 77), (9, 74), (12, 77)], [(1, 76), (2, 81), (3, 76), (4, 73), (5, 74), (7, 69), (9, 65), (11, 62)], [(1, 81), (3, 77), (4, 79), (5, 81), (7, 77), (8, 79), (9, 81), (11, 77), (12, 79)], [(1, 81), (3, 81), (5, 82), (6, 81), (7, 79), (8, 78), (9, 79)], [(1, 79), (3, 76), (4, 77), (5, 79), (7, 76), (8, 77), (9, 79), (11, 76), (12, 77)], [(1, 79), (3, 79), (5, 81), (6, 79), (7, 77), (8, 76), (9, 77)], [(1, 76), (4, 77), (5, 74), (8, 76), (9, 79), (10, 77), (11, 76), (12, 74)], [(1, 74), (3, 73), (4, 74), (5, 76), (6, 77), (7, 76), (8, 74), (9, 72), (11, 69)], [(1, 76), (4, 81), (5, 76), (8, 77), (9, 74), (12, 77)], [(1, 76), (2, 81), (3, 76), (4, 73), (5, 74), (7, 69), (9, 65), (11, 62)]]"
./abc/_Polska_efter_ByssKalle_nr_39_6aa50e.abc,"[[11, 12], [1, 2, 3, 4, 5, 7, 9, 10, 11, 12], [1, 4, 5, 7, 9, 11], [1, 1, 1, 2, 3, 4, 5, 7, 9], [1, 2, 3, 4, 5, 6, 7, 8, 9], [1, 2, 3, 4, 5, 7, 9, 10, 11, 12], [1, 4, 5, 7, 9, 11], [1, 1, 1, 2, 3, 4, 5, 7, 9, 11], [1, 2, 3, 4, 5, 9], [1], [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12], [1, 2, 3, 4, 5, 6, 7, 8, 9], [1, 5, 7, 8, 9, 11], [1, 1, 1, 3, 4, 5, 6, 7, 8, 9, 12], [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12], [1, 2, 3, 4, 5, 6, 7, 8, 9], [1, 5, 7, 8, 9, 11], [1, 3, 4, 5, 6, 7, 8, 9], [1, 4, 5, 7, 9, 11]]","[[72, 74], [72, 74, 72, 74, 72, 65, 64, 65, 62, 64], [60, 64, 67, 72, 76, 79], [77, 79, 77, 76, 77, 79, 81, 81, 79], [77, 76, 74, 72, 71, 72, 74, 71, 67], [72, 71, 72, 74, 72, 65, 64, 65, 62, 64], [60, 64, 67, 72, 76, 79], [77, 79, 77, 76, 77, 79, 81, 81, 79, 76], [77, 74, 71, 74, 74, 72], [79], [76, 79, 76, 72, 76, 79, 76, 72, 76, 79, 76, 72], [74, 77, 74, 71, 74, 77, 74, 71, 67], [65, 69, 69, 65, 69, 71], [72, 74, 72, 71, 72, 74, 72, 71, 69, 67, 79], [76, 79, 76, 72, 76, 79, 76, 72, 76, 79, 76, 72], [74, 77, 74, 71, 74, 77, 74, 71, 67], [65, 69, 69, 65, 69, 71], [72, 71, 72, 74, 72, 71, 69, 67], [60, 64, 67, 72, 76, 79]]","[[(11, 72), (12, 74)], [(1, 72), (2, 74), (3, 72), (4, 74), (5, 72), (7, 65), (9, 64), (10, 65), (11, 62), (12, 64)], [(1, 60), (4, 64), (5, 67), (7, 72), (9, 76), (11, 79)], [(1, 77), (1, 79), (1, 77), (2, 76), (3, 77), (4, 79), (5, 81), (7, 81), (9, 79)], [(1, 77), (2, 76), (3, 74), (4, 72), (5, 71), (6, 72), (7, 74), (8, 71), (9, 67)], [(1, 72), (2, 71), (3, 72), (4, 74), (5, 72), (7, 65), (9, 64), (10, 65), (11, 62), (12, 64)], [(1, 60), (4, 64), (5, 67), (7, 72), (9, 76), (11, 79)], [(1, 77), (1, 79), (1, 77), (2, 76), (3, 77), (4, 79), (5, 81), (7, 81), (9, 79), (11, 76)], [(1, 77), (2, 74), (3, 71), (4, 74), (5, 74), (9, 72)], [(1, 79)], [(1, 76), (2, 79), (3, 76), (4, 72), (5, 76), (6, 79), (7, 76), (8, 72), (9, 76), (10, 79), (11, 76), (12, 72)], [(1, 74), (2, 77), (3, 74), (4, 71), (5, 74), (6, 77), (7, 74), (8, 71), (9, 67)], [(1, 65), (5, 69), (7, 69), (8, 65), (9, 69), (11, 71)], [(1, 72), (1, 74), (1, 72), (3, 71), (4, 72), (5, 74), (6, 72), (7, 71), (8, 69), (9, 67), (12, 79)], [(1, 76), (2, 79), (3, 76), (4, 72), (5, 76), (6, 79), (7, 76), (8, 72), (9, 76), (10, 79), (11, 76), (12, 72)], [(1, 74), (2, 77), (3, 74), (4, 71), (5, 74), (6, 77), (7, 74), (8, 71), (9, 67)], [(1, 65), (5, 69), (7, 69), (8, 65), (9, 69), (11, 71)], [(1, 72), (3, 71), (4, 72), (5, 74), (6, 72), (7, 71), (8, 69), (9, 67)], [(1, 60), (4, 64), (5, 67), (7, 72), (9, 76), (11, 79)]]"
./abc/Polonäs_d9343d.abc,"[[1, 3, 4, 5, 7, 8, 9, 11, 12], [1, 3, 4, 5, 7, 8, 9, 11, 12], [1, 3, 5, 7, 9, 11], [1, 3, 4, 5, 6, 7, 8, 9, 11], [1, 3, 5, 7, 9, 11], [1], [1, 3, 5, 7, 9, 11], [1], [1, 3, 5, 7, 9, 11], [1], [1, 3, 5, 7, 9, 11], [1], [1, 3, 4, 5, 7, 8, 9, 11, 12], [1, 3, 4, 5, 9], [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12], [1, 2, 3, 4, 5, 6, 7, 8, 9], [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12], [1, 2, 3, 4, 5, 6, 7, 8, 9], [1, 3, 5, 7, 9, 11], [1], [1, 3, 5, 7, 9, 11], [1], [1, 3, 5, 7, 9, 11], [1], [1, 3, 5, 7, 9, 11], [1], [1, 3, 4, 5, 7, 8, 9, 11, 12], [1, 3, 4, 5, 9]]","[[81, 80, 81, 76, 74, 76, 72, 71, 72], [69, 68, 69, 64, 62, 64, 60, 59, 60], [57, 60, 64, 68, 69, 71], [72, 71, 72, 74, 72, 71, 69, 68, 64], [72, 71, 72, 71, 72, 74], [64], [76, 75, 76, 72, 71, 69], [64], [72, 71, 72, 71, 72, 74], [64], [76, 75, 76, 72, 71, 69], [64], [81, 80, 81, 76, 74, 76, 72, 71, 72], [71, 69, 68, 69, 57], [72, 71, 72, 74, 72, 71, 69, 67, 65, 64, 62, 60], [60, 62, 64, 65, 67, 69, 71, 72, 74], [74, 72, 71, 72, 74, 72, 71, 69, 67, 65, 64, 62], [60, 62, 64, 65, 67, 69, 71, 74, 72], [72, 71, 72, 71, 72, 74], [64], [76, 75, 76, 72, 71, 69], [64], [72, 71, 72, 71, 72, 74], [64], [76, 75, 76, 72, 71, 69], [64], [81, 80, 81, 76, 74, 76, 72, 71, 72], [71, 69, 68, 69, 57]]","[[(1, 81), (3, 80), (4, 81), (5, 76), (7, 74), (8, 76), (9, 72), (11, 71), (12, 72)], [(1, 69), (3, 68), (4, 69), (5, 64), (7, 62), (8, 64), (9, 60), (11, 59), (12, 60)], [(1, 57), (3, 60), (5, 64), (7, 68), (9, 69), (11, 71)], [(1, 72), (3, 71), (4, 72), (5, 74), (6, 72), (7, 71), (8, 69), (9, 68), (11, 64)], [(1, 72), (3, 71), (5, 72), (7, 71), (9, 72), (11, 74)], [(1, 64)], [(1, 76), (3, 75), (5, 76), (7, 72), (9, 71), (11, 69)], [(1, 64)], [(1, 72), (3, 71), (5, 72), (7, 71), (9, 72), (11, 74)], [(1, 64)], [(1, 76), (3, 75), (5, 76), (7, 72), (9, 71), (11, 69)], [(1, 64)], [(1, 81), (3, 80), (4, 81), (5, 76), (7, 74), (8, 76), (9, 72), (11, 71), (12, 72)], [(1, 71), (3, 69), (4, 68), (5, 69), (9, 57)], [(1, 72), (2, 71), (3, 72), (4, 74), (5, 72), (6, 71), (7, 69), (8, 67), (9, 65), (10, 64), (11, 62), (12, 60)], [(1, 60), (2, 62), (3, 64), (4, 65), (5, 67), (6, 69), (7, 71), (8, 72), (9, 74)], [(1, 74), (2, 72), (3, 71), (4, 72), (5, 74), (6, 72), (7, 71), (8, 69), (9, 67), (10, 65), (11, 64), (12, 62)], [(1, 60), (2, 62), (3, 64), (4, 65), (5, 67), (6, 69), (7, 71), (8, 74), (9, 72)], [(1, 72), (3, 71), (5, 72), (7, 71), (9, 72), (11, 74)], [(1, 64)], [(1, 76), (3, 75), (5, 76), (7, 72), (9, 71), (11, 69)], [(1, 64)], [(1, 72), (3, 71), (5, 72), (7, 71), (9, 72), (11, 74)], [(1, 64)], [(1, 76), (3, 75), (5, 76), (7, 72), (9, 71), (11, 69)], [(1, 64)], [(1, 81), (3, 80), (4, 81), (5, 76), (7, 74), (8, 76), (9, 72), (11, 71), (12, 72)], [(1, 71), (3, 69), (4, 68), (5, 69), (9, 57)]]"
./abc/Polonäs_i_Gm_e85531.abc,"[[1, 5, 6, 7, 8, 9, 11, 12], [1, 2, 3, 4, 5, 6, 7, 8, 9, 11, 12], [1, 5, 9, 10, 11, 12], [1, 2, 3, 4, 5, 9], [1, 2, 3, 4, 5, 7, 9, 11], [1, 2, 3, 4, 5, 6, 7, 8, 9, 11, 12], [1, 2, 3, 4, 5, 7, 9, 11], [1, 2, 3, 4, 5, 9], [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12], [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12], [1, 2, 3, 4, 5, 7, 9, 11], [1, 2, 3, 4, 5, 9]]","[[74, 72, 75, 74, 72, 70, 69, 67], [62, 64, 66, 67, 69, 72, 70, 69, 70, 69, 67], [67, 72, 72, 75, 74, 72], [70, 69, 67, 66, 67, 55], [79, 82, 81, 79, 77, 75, 74, 72], [74, 75, 74, 72, 70, 72, 70, 69, 70, 69, 67], [79, 82, 81, 79, 77, 75, 74, 72], [74, 72, 70, 69, 67, 58], [74, 70, 65, 70, 74, 70, 65, 70, 74, 70, 65, 70], [72, 69, 65, 69, 72, 69, 65, 69, 72, 69, 65, 69], [77, 79, 81, 82, 72, 75, 74, 72], [70, 69, 67, 66, 67, 55]]","[[(1, 74), (5, 72), (6, 75), (7, 74), (8, 72), (9, 70), (11, 69), (12, 67)], [(1, 62), (2, 64), (3, 66), (4, 67), (5, 69), (6, 72), (7, 70), (8, 69), (9, 70), (11, 69), (12, 67)], [(1, 67), (5, 72), (9, 72), (10, 75), (11, 74), (12, 72)], [(1, 70), (2, 69), (3, 67), (4, 66), (5, 67), (9, 55)], [(1, 79), (2, 82), (3, 81), (4, 79), (5, 77), (7, 75), (9, 74), (11, 72)], [(1, 74), (2, 75), (3, 74), (4, 72), (5, 70), (6, 72), (7, 70), (8, 69), (9, 70), (11, 69), (12, 67)], [(1, 79), (2, 82), (3, 81), (4, 79), (5, 77), (7, 75), (9, 74), (11, 72)], [(1, 74), (2, 72), (3, 70), (4, 69), (5, 67), (9, 58)], [(1, 74), (2, 70), (3, 65), (4, 70), (5, 74), (6, 70), (7, 65), (8, 70), (9, 74), (10, 70), (11, 65), (12, 70)], [(1, 72), (2, 69), (3, 65), (4, 69), (5, 72), (6, 69), (7, 65), (8, 69), (9, 72), (10, 69), (11, 65), (12, 69)], [(1, 77), (2, 79), (3, 81), (4, 82), (5, 72), (7, 75), (9, 74), (11, 72)], [(1, 70), (2, 69), (3, 67), (4, 66), (5, 67), (9, 55)]]"
./abc/Polonäs_e58d23.abc,"[[1, 5, 7, 8, 9, 11, 12], [1, 2, 3, 4, 5, 7, 9, 11], [1, 5, 7, 8, 9, 11, 12], [1, 2, 3, 4, 5, 9], [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12], [1, 2, 3, 4, 5, 7, 9], [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12], [1, 2, 3, 4, 5, 7, 9], [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12], [1, 2, 3, 4, 5, 6, 7, 8, 9], [1, 2, 3, 4, 5, 7, 9, 11], [1, 2, 3, 4, 5, 9]]","[[65, 69, 72, 69, 70, 67, 70], [69, 67, 65, 64, 65, 60, 57, 60], [65, 69, 72, 69, 70, 67, 70], [69, 67, 65, 64, 67, 65], [72, 70, 69, 70, 72, 70, 69, 70, 72, 74, 75, 72], [74, 72, 70, 69, 70, 58, 58], [74, 72, 71, 72, 74, 72, 70, 72, 74, 76, 77, 74], [76, 74, 72, 71, 72, 60, 60], [79, 77, 76, 77, 79, 77, 76, 77, 79, 81, 82, 79], [81, 79, 77, 76, 77, 76, 77, 79, 77], [77, 76, 77, 79, 77, 72, 74, 70], [69, 67, 65, 64, 67, 65]]","[[(1, 65), (5, 69), (7, 72), (8, 69), (9, 70), (11, 67), (12, 70)], [(1, 69), (2, 67), (3, 65), (4, 64), (5, 65), (7, 60), (9, 57), (11, 60)], [(1, 65), (5, 69), (7, 72), (8, 69), (9, 70), (11, 67), (12, 70)], [(1, 69), (2, 67), (3, 65), (4, 64), (5, 67), (9, 65)], [(1, 72), (2, 70), (3, 69), (4, 70), (5, 72), (6, 70), (7, 69), (8, 70), (9, 72), (10, 74), (11, 75), (12, 72)], [(1, 74), (2, 72), (3, 70), (4, 69), (5, 70), (7, 58), (9, 58)], [(1, 74), (2, 72), (3, 71), (4, 72), (5, 74), (6, 72), (7, 70), (8, 72), (9, 74), (10, 76), (11, 77), (12, 74)], [(1, 76), (2, 74), (3, 72), (4, 71), (5, 72), (7, 60), (9, 60)], [(1, 79), (2, 77), (3, 76), (4, 77), (5, 79), (6, 77), (7, 76), (8, 77), (9, 79), (10, 81), (11, 82), (12, 79)], [(1, 81), (2, 79), (3, 77), (4, 76), (5, 77), (6, 76), (7, 77), (8, 79), (9, 77)], [(1, 77), (2, 76), (3, 77), (4, 79), (5, 77), (7, 72), (9, 74), (11, 70)], [(1, 69), (2, 67), (3, 65), (4, 64), (5, 67), (9, 65)]]"
./abc/Polonäs_efter_Sam_Wåhlberg_Gm_675071.abc,"[[1, 3, 4, 5, 7, 9, 11], [1, 3, 4, 5, 7, 9, 11], [1, 3, 4, 5, 7, 9, 11], [1, 3, 4, 5, 7, 9, 11], [1, 3, 4, 5, 7, 8, 9, 11, 12], [1, 3, 4, 5, 7, 8, 9, 11, 12], [1, 3, 4, 5, 7, 8, 9, 11, 12], [1, 3, 4, 5, 7, 8, 9, 11, 12], [1, 3, 4, 5, 9], [1, 3, 4, 5], [1, 3, 4, 5, 7, 9, 11], [1, 3, 4, 5, 7, 9, 11], [1, 3, 4, 5, 7, 9, 11], [1, 3, 4, 5, 7, 9, 11]]","[[67, 69, 70, 69, 74, 62, 74], [74, 72, 70, 69, 67, 65, 62], [67, 69, 70, 69, 74, 62, 74], [74, 72, 70, 69, 67, 65, 62], [67, 70, 67, 67, 70, 67, 67, 70, 67], [65, 69, 65, 65, 69, 65, 65, 69, 65], [67, 70, 67, 67, 70, 67, 67, 70, 67], [65, 69, 65, 65, 69, 65, 65, 69, 65], [70, 67, 70, 72, 74], [62, 63, 65, 67], [82, 81, 79, 77, 75, 74, 72], [74, 72, 70, 69, 67, 65, 62], [82, 81, 79, 77, 75, 74, 72], [74, 72, 70, 69, 67, 65, 62]]","[[(1, 67), (3, 69), (4, 70), (5, 69), (7, 74), (9, 62), (11, 74)], [(1, 74), (3, 72), (4, 70), (5, 69), (7, 67), (9, 65), (11, 62)], [(1, 67), (3, 69), (4, 70), (5, 69), (7, 74), (9, 62), (11, 74)], [(1, 74), (3, 72), (4, 70), (5, 69), (7, 67), (9, 65), (11, 62)], [(1, 67), (3, 70), (4, 67), (5, 67), (7, 70), (8, 67), (9, 67), (11, 70), (12, 67)], [(1, 65), (3, 69), (4, 65), (5, 65), (7, 69), (8, 65), (9, 65), (11, 69), (12, 65)], [(1, 67), (3, 70), (4, 67), (5, 67), (7, 70), (8, 67), (9, 67), (11, 70), (12, 67)], [(1, 65), (3, 69), (4, 65), (5, 65), (7, 69), (8, 65), (9, 65), (11, 69), (12, 65)], [(1, 70), (3, 67), (4, 70), (5, 72), (9, 74)], [(1, 62), (3, 63), (4, 65), (5, 67)], [(1, 82), (3, 81), (4, 79), (5, 77), (7, 75), (9, 74), (11, 72)], [(1, 74), (3, 72), (4, 70), (5, 69), (7, 67), (9, 65), (11, 62)], [(1, 82), (3, 81), (4, 79), (5, 77), (7, 75), (9, 74), (11, 72)], [(1, 74), (3, 72), (4, 70), (5, 69), (7, 67), (9, 65), (11, 62)]]"
./abc/_Polonesse_in_A_moll_no_5_ur_Anders_Larssons_notbok_969dcd.abc,"[[1, 3, 5, 6, 7, 8, 9, 11], [1, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12], [1, 3, 5, 6, 7, 8, 9, 11], [1, 2, 3, 4, 5, 9], [1, 3, 5, 7, 9, 11], [1, 2, 3, 4, 5, 6, 7, 8, 9], [1, 2, 3, 4, 5, 7, 9, 11], [1, 2, 3, 4, 5, 9], [1, 3, 5, 6, 7, 8, 9, 11], [1, 3, 4, 5, 6, 7, 8, 9, 11], [1, 3, 5, 6, 7, 8, 9, 11], [1, 2, 3, 4, 5, 9]]","[[76, 72, 69, 71, 72, 76, 64, 67], [69, 69, 72, 71, 69, 71, 74, 72, 71, 72, 74], [76, 72, 69, 71, 72, 76, 64, 69], [72, 71, 69, 68, 69, 57], [72, 74, 76, 72, 76, 72], [71, 72, 74, 76, 79, 77, 76, 77, 74], [74, 72, 71, 72, 74, 71, 74, 71], [72, 71, 72, 74, 76, 72], [76, 72, 69, 71, 72, 76, 64, 67], [69, 69, 72, 71, 69, 71, 74, 72, 74], [76, 72, 69, 71, 72, 76, 64, 69], [72, 71, 69, 68, 69, 57]]","[[(1, 76), (3, 72), (5, 69), (6, 71), (7, 72), (8, 76), (9, 64), (11, 67)], [(1, 69), (3, 69), (4, 72), (5, 71), (6, 69), (7, 71), (8, 74), (9, 72), (10, 71), (11, 72), (12, 74)], [(1, 76), (3, 72), (5, 69), (6, 71), (7, 72), (8, 76), (9, 64), (11, 69)], [(1, 72), (2, 71), (3, 69), (4, 68), (5, 69), (9, 57)], [(1, 72), (3, 74), (5, 76), (7, 72), (9, 76), (11, 72)], [(1, 71), (2, 72), (3, 74), (4, 76), (5, 79), (6, 77), (7, 76), (8, 77), (9, 74)], [(1, 74), (2, 72), (3, 71), (4, 72), (5, 74), (7, 71), (9, 74), (11, 71)], [(1, 72), (2, 71), (3, 72), (4, 74), (5, 76), (9, 72)], [(1, 76), (3, 72), (5, 69), (6, 71), (7, 72), (8, 76), (9, 64), (11, 67)], [(1, 69), (3, 69), (4, 72), (5, 71), (6, 69), (7, 71), (8, 74), (9, 72), (11, 74)], [(1, 76), (3, 72), (5, 69), (6, 71), (7, 72), (8, 76), (9, 64), (11, 69)], [(1, 72), (2, 71), (3, 69), (4, 68), (5, 69), (9, 57)]]"
./abc/Polonesse_in_D_Måll_No_2_Compo_af_Olof_Styrlander_b82ca3.abc,"[[1, 3, 4, 5, 6, 7, 8, 9], [1, 3, 4, 5, 6, 7, 8, 9], [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12], [1, 3, 5, 6, 7, 8, 9], [1, 3, 4, 5, 6, 7, 8, 9], [1, 3, 4, 5, 6, 7, 8, 9], [1, 3, 4, 5, 7, 8, 9, 11, 12], [1, 2, 3, 4, 5, 9], [1, 2, 3, 4, 5, 7, 9, 11], [1, 2, 3, 4, 5, 6, 7, 8, 9], [1, 2, 3, 4, 5, 7, 9, 11], [1, 2, 3, 4, 5, 6, 7, 8, 9], [1, 3, 4, 5, 6, 7, 8, 9], [1, 3, 4, 5, 6, 7, 8, 9], [1, 3, 4, 5, 7, 8, 9, 11, 12], [1, 2, 3, 4, 5]]","[[74, 62, 64, 65, 64, 65, 67, 69], [69, 61, 62, 64, 62, 61, 62, 57], [72, 70, 67, 70, 70, 69, 65, 69, 67, 65, 64, 62], [69, 69, 68, 69, 67, 69, 57], [62, 62, 64, 65, 64, 65, 67, 69], [74, 74, 76, 77, 76, 77, 79, 81], [79, 79, 82, 77, 77, 81, 76, 76, 79], [77, 76, 74, 72, 74, 62], [81, 77, 72, 77, 81, 77, 72, 69], [65, 69, 72, 77, 82, 81, 79, 77, 79], [79, 76, 72, 76, 79, 76, 73, 69], [81, 79, 77, 76, 77, 76, 74, 73, 74], [62, 62, 64, 65, 64, 65, 67, 69], [74, 74, 76, 77, 76, 77, 79, 81], [79, 79, 82, 77, 77, 81, 76, 76, 79], [77, 76, 74, 73, 74]]","[[(1, 74), (3, 62), (4, 64), (5, 65), (6, 64), (7, 65), (8, 67), (9, 69)], [(1, 69), (3, 61), (4, 62), (5, 64), (6, 62), (7, 61), (8, 62), (9, 57)], [(1, 72), (2, 70), (3, 67), (4, 70), (5, 70), (6, 69), (7, 65), (8, 69), (9, 67), (10, 65), (11, 64), (12, 62)], [(1, 69), (3, 69), (5, 68), (6, 69), (7, 67), (8, 69), (9, 57)], [(1, 62), (3, 62), (4, 64), (5, 65), (6, 64), (7, 65), (8, 67), (9, 69)], [(1, 74), (3, 74), (4, 76), (5, 77), (6, 76), (7, 77), (8, 79), (9, 81)], [(1, 79), (3, 79), (4, 82), (5, 77), (7, 77), (8, 81), (9, 76), (11, 76), (12, 79)], [(1, 77), (2, 76), (3, 74), (4, 72), (5, 74), (9, 62)], [(1, 81), (2, 77), (3, 72), (4, 77), (5, 81), (7, 77), (9, 72), (11, 69)], [(1, 65), (2, 69), (3, 72), (4, 77), (5, 82), (6, 81), (7, 79), (8, 77), (9, 79)], [(1, 79), (2, 76), (3, 72), (4, 76), (5, 79), (7, 76), (9, 73), (11, 69)], [(1, 81), (2, 79), (3, 77), (4, 76), (5, 77), (6, 76), (7, 74), (8, 73), (9, 74)], [(1, 62), (3, 62), (4, 64), (5, 65), (6, 64), (7, 65), (8, 67), (9, 69)], [(1, 74), (3, 74), (4, 76), (5, 77), (6, 76), (7, 77), (8, 79), (9, 81)], [(1, 79), (3, 79), (4, 82), (5, 77), (7, 77), (8, 81), (9, 76), (11, 76), (12, 79)], [(1, 77), (2, 76), (3, 74), (4, 73), (5, 74)]]"
./abc/Polonäs_i_Dm_efter_Daniel_Danielsson_8414f4.abc,"[[1, 5, 7, 9, 11], [1, 5, 7, 9, 11], [1, 5, 7, 9, 11], [1, 5, 7, 9, 11], [1, 5, 7, 9, 11], [1, 5, 7, 9, 11], [1, 5, 7, 9, 11], [1, 5], [1, 5, 7, 9, 11], [1, 5, 7, 9], [1, 5, 7, 9, 11], [1, 3, 5, 7, 9], [1, 5, 7, 9, 11], [1, 5, 7, 9, 11], [1, 5, 7, 9, 11], [1, 5]]","[[81, 81, 82, 79, 81], [77, 76, 77, 74, 72], [69, 69, 72, 74, 76], [77, 77, 79, 76, 79], [81, 81, 82, 79, 81], [77, 76, 77, 74, 72], [69, 69, 72, 74, 76], [77, 74], [72, 72, 76, 79, 77], [74, 74, 77, 76], [72, 72, 76, 79, 77], [74, 70, 74, 72, 69], [81, 81, 82, 79, 81], [77, 76, 77, 74, 72], [69, 69, 72, 74, 76], [77, 74]]","[[(1, 81), (5, 81), (7, 82), (9, 79), (11, 81)], [(1, 77), (5, 76), (7, 77), (9, 74), (11, 72)], [(1, 69), (5, 69), (7, 72), (9, 74), (11, 76)], [(1, 77), (5, 77), (7, 79), (9, 76), (11, 79)], [(1, 81), (5, 81), (7, 82), (9, 79), (11, 81)], [(1, 77), (5, 76), (7, 77), (9, 74), (11, 72)], [(1, 69), (5, 69), (7, 72), (9, 74), (11, 76)], [(1, 77), (5, 74)], [(1, 72), (5, 72), (7, 76), (9, 79), (11, 77)], [(1, 74), (5, 74), (7, 77), (9, 76)], [(1, 72), (5, 72), (7, 76), (9, 79), (11, 77)], [(1, 74), (3, 70), (5, 74), (7, 72), (9, 69)], [(1, 81), (5, 81), (7, 82), (9, 79), (11, 81)], [(1, 77), (5, 76), (7, 77), (9, 74), (11, 72)], [(1, 69), (5, 69), (7, 72), (9, 74), (11, 76)], [(1, 77), (5, 74)]]"
